datetime,discharge_cfs,discharge_m3s
1995-06-02 21:00:00+00:00,21300,603.1488324
1995-06-02 22:00:00+00:00,21450,607.3963594
1995-06-02 23:00:00+00:00,21600,611.6438864
1995-06-03 00:00:00+00:00,21750,615.8914134
1995-06-03 01:00:00+00:00,21850,618.723098
1995-06-03 02:00:00+00:00,22000,622.970625
1995-06-03 03:00:00+00:00,22100,625.8023097
1995-06-03 04:00:00+00:00,22200,628.6339943
1995-06-03 05:00:00+00:00,22250,630.0498367
1995-06-03 06:00:00+00:00,22400,634.2973637
1995-06-03 07:00:00+00:00,22500,637.1290483
1995-06-03 08:00:00+00:00,22600,639.960733
1995-06-03 09:00:00+00:00,22600,639.960733
1995-06-03 10:00:00+00:00,22700,642.7924176
1995-06-03 11:00:00+00:00,22800,645.6241023
1995-06-03 12:00:00+00:00,22850,647.0399446
1995-06-03 13:00:00+00:00,22850,647.0399446
1995-06-03 14:00:00+00:00,22900,648.455787
1995-06-03 15:00:00+00:00,23000,651.2874716
1995-06-03 16:00:00+00:00,23000,651.2874716
1995-06-03 17:00:00+00:00,23050,652.7033139
1995-06-03 18:00:00+00:00,23000,651.2874716
1995-06-03 19:00:00+00:00,23050,652.7033139
1995-06-03 20:00:00+00:00,23000,651.2874716
1995-06-03 21:00:00+00:00,23050,652.7033139
1995-06-03 22:00:00+00:00,23050,652.7033139
1995-06-03 23:00:00+00:00,23050,652.7033139
1995-06-04 00:00:00+00:00,23100,654.1191563
1995-06-04 01:00:00+00:00,23050,652.7033139
1995-06-04 02:00:00+00:00,23050,652.7033139
1995-06-04 03:00:00+00:00,23050,652.7033139
1995-06-04 04:00:00+00:00,23050,652.7033139
1995-06-04 05:00:00+00:00,23050,652.7033139
1995-06-04 06:00:00+00:00,23050,652.7033139
1995-06-04 07:00:00+00:00,23050,652.7033139
1995-06-04 08:00:00+00:00,23000,651.2874716
1995-06-04 09:00:00+00:00,23000,651.2874716
1995-06-04 10:00:00+00:00,22950,649.8716293
1995-06-04 11:00:00+00:00,22900,648.455787
1995-06-04 12:00:00+00:00,22900,648.455787
1995-06-04 13:00:00+00:00,22900,648.455787
1995-06-04 14:00:00+00:00,22850,647.0399446
1995-06-04 15:00:00+00:00,22850,647.0399446
1995-06-04 16:00:00+00:00,22800,645.6241023
1995-06-04 17:00:00+00:00,22750,644.20826
1995-06-04 18:00:00+00:00,22700,642.7924176
1995-06-04 19:00:00+00:00,22700,642.7924176
1995-06-04 20:00:00+00:00,22700,642.7924176
1995-06-04 21:00:00+00:00,22600,639.960733
1995-06-04 22:00:00+00:00,22550,638.5448906
1995-06-04 23:00:00+00:00,22450,635.713206
1995-06-05 00:00:00+00:00,22450,635.713206
1995-06-05 01:00:00+00:00,22400,634.2973637
1995-06-05 02:00:00+00:00,22400,634.2973637
1995-06-05 03:00:00+00:00,22300,631.465679
1995-06-05 04:00:00+00:00,22250,630.0498367
1995-06-05 05:00:00+00:00,,626.5246782
1995-06-05 06:00:00+00:00,,622.9995198
1995-06-05 07:00:00+00:00,,619.4743613
1995-06-05 08:00:00+00:00,,615.9492029
1995-06-05 09:00:00+00:00,,612.4240444
1995-06-05 10:00:00+00:00,,608.898886
1995-06-05 11:00:00+00:00,,605.3737275
1995-06-05 12:00:00+00:00,,601.848569
1995-06-05 13:00:00+00:00,,598.3234106
1995-06-05 14:00:00+00:00,,594.7982521
1995-06-05 15:00:00+00:00,,591.2730937
1995-06-05 16:00:00+00:00,,587.7479352
1995-06-05 17:00:00+00:00,,584.2227768
1995-06-05 18:00:00+00:00,,580.6976183
1995-06-05 19:00:00+00:00,,577.1724599
1995-06-05 20:00:00+00:00,,573.6473014
1995-06-05 21:00:00+00:00,,570.122143
1995-06-05 22:00:00+00:00,,566.5969845
1995-06-05 23:00:00+00:00,,563.0718261
1995-06-06 00:00:00+00:00,,559.5466676
1995-06-06 01:00:00+00:00,,556.0215092
1995-06-06 02:00:00+00:00,,552.4963507
1995-06-06 03:00:00+00:00,,548.9711922
1995-06-06 04:00:00+00:00,,545.4460338
1995-06-06 05:00:00+00:00,,541.9208753
1995-06-06 06:00:00+00:00,,538.3957169
1995-06-06 07:00:00+00:00,,534.8705584
1995-06-06 08:00:00+00:00,,531.3454
1995-06-06 09:00:00+00:00,,527.8202415
1995-06-06 10:00:00+00:00,,524.2950831
1995-06-06 11:00:00+00:00,,520.7699246
1995-06-06 12:00:00+00:00,,517.2447662
1995-06-06 13:00:00+00:00,,513.7196077
1995-06-06 14:00:00+00:00,,510.1944493
1995-06-06 15:00:00+00:00,,506.6692908
1995-06-06 16:00:00+00:00,,503.1441324
1995-06-06 17:00:00+00:00,,499.6189739
1995-06-06 18:00:00+00:00,,496.0938154
1995-06-06 19:00:00+00:00,,492.568657
1995-06-06 20:00:00+00:00,,489.0434985
1995-06-06 21:00:00+00:00,,485.5183401
1995-06-06 22:00:00+00:00,,481.9931816
1995-06-06 23:00:00+00:00,,478.4680232
1995-06-07 00:00:00+00:00,,474.9428647
1995-06-07 01:00:00+00:00,,471.4177063
1995-06-07 02:00:00+00:00,,467.8925478
1995-06-07 03:00:00+00:00,,464.3673894
1995-06-07 04:00:00+00:00,,460.8422309
1995-06-07 05:00:00+00:00,16150,457.3170725
1995-06-07 06:00:00+00:00,15950,451.6537031
1995-06-07 07:00:00+00:00,15850,448.8220185
1995-06-07 08:00:00+00:00,15750,445.9903338
1995-06-07 09:00:00+00:00,15650,443.1586492
1995-06-07 10:00:00+00:00,15550,440.3269645
1995-06-07 11:00:00+00:00,15400,436.0794375
1995-06-07 12:00:00+00:00,15250,431.8319105
1995-06-07 13:00:00+00:00,15150,429.0002259
1995-06-07 14:00:00+00:00,15050,426.1685412
1995-06-07 15:00:00+00:00,14950,423.3368566
1995-06-07 16:00:00+00:00,14800,419.0893296
1995-06-07 17:00:00+00:00,14650,414.8418026
1995-06-07 18:00:00+00:00,14500,410.5942756
1995-06-07 19:00:00+00:00,14400,407.7625909
1995-06-07 20:00:00+00:00,14250,403.5150639
1995-06-07 21:00:00+00:00,14150,400.6833793
1995-06-07 22:00:00+00:00,14050,397.8516946
1995-06-07 23:00:00+00:00,13900,393.6041676
1995-06-08 00:00:00+00:00,13800,390.772483
1995-06-08 01:00:00+00:00,13700,387.9407983
1995-06-08 02:00:00+00:00,13600,385.1091137
1995-06-08 03:00:00+00:00,13500,382.277429
1995-06-08 04:00:00+00:00,13350,378.029902
1995-06-08 05:00:00+00:00,13250,375.1982173
1995-06-08 06:00:00+00:00,13100,370.9506904
1995-06-08 07:00:00+00:00,13000,368.1190057
1995-06-08 08:00:00+00:00,12900,365.287321
1995-06-08 09:00:00+00:00,12750,361.039794
1995-06-08 10:00:00+00:00,12650,358.2081094
1995-06-08 11:00:00+00:00,12500,353.9605824
1995-06-08 12:00:00+00:00,12400,351.1288977
1995-06-08 13:00:00+00:00,12300,348.2972131
1995-06-08 14:00:00+00:00,12150,344.0496861
1995-06-08 15:00:00+00:00,12050,341.2180014
1995-06-08 16:00:00+00:00,11950,338.3863168
1995-06-08 17:00:00+00:00,11800,334.1387898
1995-06-08 18:00:00+00:00,11650,329.8912628
1995-06-08 19:00:00+00:00,11550,327.0595781
1995-06-08 20:00:00+00:00,11400,322.8120511
1995-06-08 21:00:00+00:00,11300,319.9803665
1995-06-08 22:00:00+00:00,11150,315.7328395
1995-06-08 23:00:00+00:00,11050,312.9011548
1995-06-09 00:00:00+00:00,10900,308.6536279
1995-06-09 01:00:00+00:00,10750,304.4061009
1995-06-09 02:00:00+00:00,10650,301.5744162
1995-06-09 03:00:00+00:00,10500,297.3268892
1995-06-09 04:00:00+00:00,10400,294.4952046
1995-06-09 05:00:00+00:00,9555,270.5674692
1995-06-09 06:00:00+00:00,9665,273.6823223
1995-06-09 07:00:00+00:00,9340,264.4793472
1995-06-09 08:00:00+00:00,9130,258.5328094
1995-06-09 09:00:00+00:00,9325,264.0545945
1995-06-09 10:00:00+00:00,9180,259.9486517
1995-06-09 11:00:00+00:00,9255,262.0724152
1995-06-09 12:00:00+00:00,8860,250.8872608
1995-06-09 13:00:00+00:00,8885,251.595182
1995-06-09 14:00:00+00:00,8655,245.0823073
1995-06-09 15:00:00+00:00,8660,245.2238915
1995-06-09 16:00:00+00:00,8320,235.5961636
1995-06-09 17:00:00+00:00,7905,223.8446723
1995-06-09 18:00:00+00:00,8125,230.0743786
1995-06-09 19:00:00+00:00,8265,234.0387371
1995-06-09 20:00:00+00:00,8075,228.6585362
1995-06-09 21:00:00+00:00,8215,232.6228948
1995-06-09 22:00:00+00:00,8130,230.2159628
1995-06-09 23:00:00+00:00,7880,223.1367511
1995-06-10 00:00:00+00:00,7905,223.8446723
1995-06-10 01:00:00+00:00,7500,212.3763494
1995-06-10 02:00:00+00:00,8115,229.7912101
1995-06-10 03:00:00+00:00,7680,217.4733818
1995-06-10 04:00:00+00:00,7790,220.588235
1995-06-10 05:00:00+00:00,7810,221.1545719
1995-06-10 06:00:00+00:00,7680,217.4733818
1995-06-10 07:00:00+00:00,7545,213.6506075
1995-06-10 08:00:00+00:00,7630,216.0575395
1995-06-10 09:00:00+00:00,7455,211.1020913
1995-06-10 10:00:00+00:00,7165,202.8902058
1995-06-10 11:00:00+00:00,6865,194.3951519
1995-06-10 12:00:00+00:00,6920,195.9525784
1995-06-10 13:00:00+00:00,7010,198.5010946
1995-06-10 14:00:00+00:00,6660,188.5901983
1995-06-10 15:00:00+00:00,6675,189.014951
1995-06-10 16:00:00+00:00,6790,192.2713884
1995-06-10 17:00:00+00:00,7010,198.5010946
1995-06-10 18:00:00+00:00,6765,191.5634672
1995-06-10 19:00:00+00:00,6750,191.1387145
1995-06-10 20:00:00+00:00,6225,176.27237
1995-06-10 21:00:00+00:00,6615,187.3159402
1995-06-10 22:00:00+00:00,6625,187.5991087
1995-06-10 23:00:00+00:00,6425,181.9357394
1995-06-11 00:00:00+00:00,6430,182.0773236
1995-06-11 01:00:00+00:00,6360,180.0951443
1995-06-11 02:00:00+00:00,6515,184.4842555
1995-06-11 03:00:00+00:00,6520,184.6258398
1995-06-11 04:00:00+00:00,6425,181.9357394
1995-06-11 05:00:00+00:00,6405,181.3694024
1995-06-11 06:00:00+00:00,6330,179.2456389
1995-06-11 07:00:00+00:00,6340,179.5288074
1995-06-11 08:00:00+00:00,6200,175.5644489
1995-06-11 09:00:00+00:00,5990,169.6179111
1995-06-11 10:00:00+00:00,5860,165.936721
1995-06-11 11:00:00+00:00,5875,166.3614737
1995-06-11 12:00:00+00:00,5970,169.0515742
1995-06-11 13:00:00+00:00,5815,164.6624629
1995-06-11 14:00:00+00:00,5885,166.6446422
1995-06-11 15:00:00+00:00,5930,167.9189003
1995-06-11 16:00:00+00:00,5785,163.8129575
1995-06-11 17:00:00+00:00,5760,163.1050364
1995-06-11 18:00:00+00:00,5760,163.1050364
1995-06-11 19:00:00+00:00,5510,156.0258247
1995-06-11 20:00:00+00:00,5655,160.1317675
1995-06-11 21:00:00+00:00,5330,150.9287923
1995-06-11 22:00:00+00:00,5835,165.2287999
1995-06-11 23:00:00+00:00,5625,159.2822621
1995-06-12 00:00:00+00:00,5515,156.167409
1995-06-12 01:00:00+00:00,5665,160.4149359
1995-06-12 02:00:00+00:00,5630,159.4238463
1995-06-12 03:00:00+00:00,5440,154.0436455
1995-06-12 04:00:00+00:00,5705,161.5476098
1995-06-12 05:00:00+00:00,5705,161.5476098
1995-06-12 06:00:00+00:00,5545,157.0169144
1995-06-12 07:00:00+00:00,5435,153.9020612
1995-06-12 08:00:00+00:00,5445,154.1852297
1995-06-12 09:00:00+00:00,5450,154.3268139
1995-06-12 10:00:00+00:00,5135,145.4070072
1995-06-12 11:00:00+00:00,4845,137.1951217
1995-06-12 12:00:00+00:00,4955,140.3099749
1995-06-12 13:00:00+00:00,5040,142.7169068
1995-06-12 14:00:00+00:00,4945,140.0268064
1995-06-12 15:00:00+00:00,5020,142.1505699
1995-06-12 16:00:00+00:00,4780,135.3545267
1995-06-12 17:00:00+00:00,4900,138.7525483
1995-06-12 18:00:00+00:00,5045,142.8584911
1995-06-12 19:00:00+00:00,4810,136.2040321
1995-06-12 20:00:00+00:00,4740,134.2218528
1995-06-12 21:00:00+00:00,4945,140.0268064
1995-06-12 22:00:00+00:00,4945,140.0268064
1995-06-12 23:00:00+00:00,4960,140.4515591
1995-06-13 00:00:00+00:00,5370,152.0614662
1995-06-13 01:00:00+00:00,5100,144.4159176
1995-06-13 02:00:00+00:00,5155,145.9733442
1995-06-13 03:00:00+00:00,5250,148.6634446
1995-06-13 04:00:00+00:00,4935,139.7436379
1995-06-13 05:00:00+00:00,5170,146.3980969
1995-06-13 06:00:00+00:00,4995,141.4426487
1995-06-13 07:00:00+00:00,5045,142.8584911
1995-06-13 08:00:00+00:00,5055,143.1416595
1995-06-13 09:00:00+00:00,4755,134.6466055
1995-06-13 10:00:00+00:00,4575,129.5495732
1995-06-13 11:00:00+00:00,4885,138.3277956
1995-06-13 12:00:00+00:00,4800,135.9208636
1995-06-13 13:00:00+00:00,4555,128.9832362
1995-06-13 14:00:00+00:00,4310,122.0456088
1995-06-13 15:00:00+00:00,4585,129.8327416
1995-06-13 16:00:00+00:00,4620,130.8238313
1995-06-13 17:00:00+00:00,4500,127.4258097
1995-06-13 18:00:00+00:00,4280,121.1961034
1995-06-13 19:00:00+00:00,4335,122.75353
1995-06-13 20:00:00+00:00,4440,125.7267989
1995-06-13 21:00:00+00:00,4560,129.1248205
1995-06-13 22:00:00+00:00,4425,125.3020462
1995-06-13 23:00:00+00:00,4515,127.8505624
1995-06-14 00:00:00+00:00,4860,137.6198744
1995-06-14 01:00:00+00:00,4705,133.2307632
1995-06-14 02:00:00+00:00,4945,140.0268064
1995-06-14 03:00:00+00:00,5040,142.7169068
1995-06-14 04:00:00+00:00,4665,132.0980894
1995-06-14 05:00:00+00:00,4395,124.4525408
1995-06-14 06:00:00+00:00,4850,137.336706
1995-06-14 07:00:00+00:00,4675,132.3812578
1995-06-14 08:00:00+00:00,4815,136.3456163
1995-06-14 09:00:00+00:00,4645,131.5317524
1995-06-14 10:00:00+00:00,4725,133.7971001
1995-06-14 11:00:00+00:00,4675,132.3812578
1995-06-14 12:00:00+00:00,4500,127.4258097
1995-06-14 13:00:00+00:00,4280,121.1961034
1995-06-14 14:00:00+00:00,4280,121.1961034
1995-06-14 15:00:00+00:00,4240,120.0634296
1995-06-14 16:00:00+00:00,4050,114.6832287
1995-06-14 17:00:00+00:00,4150,117.5149134
1995-06-14 18:00:00+00:00,4250,120.346598
1995-06-14 19:00:00+00:00,3985,112.8426337
1995-06-14 20:00:00+00:00,4050,114.6832287
1995-06-14 21:00:00+00:00,3960,112.1347125
1995-06-14 22:00:00+00:00,4265,120.7713507
1995-06-14 23:00:00+00:00,4375,123.8862038
1995-06-15 00:00:00+00:00,4390,124.3109565
1995-06-15 01:00:00+00:00,4295,121.6208561
1995-06-15 02:00:00+00:00,4485,127.001057
1995-06-15 03:00:00+00:00,4220,119.4970926
1995-06-15 04:00:00+00:00,4520,127.9921466
1995-06-15 05:00:00+00:00,4500,127.4258097
1995-06-15 06:00:00+00:00,4325,122.4703615
1995-06-15 07:00:00+00:00,4480,126.8594727
1995-06-15 08:00:00+00:00,4550,128.841652
1995-06-15 09:00:00+00:00,4365,123.6030354
1995-06-15 10:00:00+00:00,4440,125.7267989
1995-06-15 11:00:00+00:00,4240,120.0634296
1995-06-15 12:00:00+00:00,4190,118.6475872
1995-06-15 13:00:00+00:00,3910,110.7188702
1995-06-15 14:00:00+00:00,4170,118.0812503
1995-06-15 15:00:00+00:00,3695,104.6307482
1995-06-15 16:00:00+00:00,4050,114.6832287
1995-06-15 17:00:00+00:00,4125,116.8069922
1995-06-15 18:00:00+00:00,3810,107.8871855
1995-06-15 19:00:00+00:00,3865,109.4446121
1995-06-15 20:00:00+00:00,4075,115.3911499
1995-06-15 21:00:00+00:00,3865,109.4446121
1995-06-15 22:00:00+00:00,4030,114.1168918
1995-06-15 23:00:00+00:00,4085,115.6743183
1995-06-16 00:00:00+00:00,4195,118.7891715
1995-06-16 01:00:00+00:00,4080,115.5327341
1995-06-16 02:00:00+00:00,4275,121.0545192
1995-06-16 03:00:00+00:00,4285,121.3376876
1995-06-16 04:00:00+00:00,4295,121.6208561
1995-06-16 05:00:00+00:00,4120,116.665408
1995-06-16 06:00:00+00:00,4215,119.3555084
1995-06-16 07:00:00+00:00,4130,116.9485764
1995-06-16 08:00:00+00:00,4140,117.2317449
1995-06-16 09:00:00+00:00,3995,113.1258021
1995-06-16 10:00:00+00:00,4135,117.0901607
1995-06-16 11:00:00+00:00,4065,115.1079814
1995-06-16 12:00:00+00:00,3950,111.851544
1995-06-16 13:00:00+00:00,3845,108.8782751
1995-06-16 14:00:00+00:00,3780,107.0376801
1995-06-16 15:00:00+00:00,3675,104.0644112
1995-06-16 16:00:00+00:00,3765,106.6129274
1995-06-16 17:00:00+00:00,3860,109.3030278
1995-06-16 18:00:00+00:00,3505,99.2505473
1995-06-16 19:00:00+00:00,3690,104.4891639
1995-06-16 20:00:00+00:00,3705,104.9139166
1995-06-16 21:00:00+00:00,3650,103.3564901
1995-06-16 22:00:00+00:00,3550,100.5248054
1995-06-16 23:00:00+00:00,3760,106.4713432
1995-06-17 00:00:00+00:00,3835,108.5951067
1995-06-17 01:00:00+00:00,3835,108.5951067
1995-06-17 02:00:00+00:00,3700,104.7723324
1995-06-17 03:00:00+00:00,3790,107.3208486
1995-06-17 04:00:00+00:00,3775,106.8960959
1995-06-17 05:00:00+00:00,3940,111.5683756
1995-06-17 06:00:00+00:00,3970,112.417881
1995-06-17 07:00:00+00:00,4065,115.1079814
1995-06-17 08:00:00+00:00,3765,106.6129274
1995-06-17 09:00:00+00:00,4095,115.9574868
1995-06-17 10:00:00+00:00,3955,111.9931283
1995-06-17 11:00:00+00:00,4050,114.6832287
1995-06-17 12:00:00+00:00,3895,110.2941175
1995-06-17 13:00:00+00:00,3700,104.7723324
1995-06-17 14:00:00+00:00,3635,102.9317374
1995-06-17 15:00:00+00:00,3660,103.6396585
1995-06-17 16:00:00+00:00,3810,107.8871855
1995-06-17 17:00:00+00:00,3600,101.9406477
1995-06-17 18:00:00+00:00,3415,96.70203111
1995-06-17 19:00:00+00:00,3490,98.82579461
1995-06-17 20:00:00+00:00,3670,103.922827
1995-06-17 21:00:00+00:00,3640,103.0733216
1995-06-17 22:00:00+00:00,3475,98.40104191
1995-06-17 23:00:00+00:00,3555,100.6663896
1995-06-18 00:00:00+00:00,3765,106.6129274
1995-06-18 01:00:00+00:00,3680,104.2059955
1995-06-18 02:00:00+00:00,3690,104.4891639
1995-06-18 03:00:00+00:00,3620,102.5069847
1995-06-18 04:00:00+00:00,3595,101.7990635
1995-06-18 05:00:00+00:00,3810,107.8871855
1995-06-18 06:00:00+00:00,3795,107.4624328
1995-06-18 07:00:00+00:00,3890,110.1525332
1995-06-18 08:00:00+00:00,3805,107.7456013
1995-06-18 09:00:00+00:00,3940,111.5683756
1995-06-18 10:00:00+00:00,3665,103.7812428
1995-06-18 11:00:00+00:00,3805,107.7456013
1995-06-18 12:00:00+00:00,3710,105.0555009
1995-06-18 13:00:00+00:00,3790,107.3208486
1995-06-18 14:00:00+00:00,3575,101.2327266
1995-06-18 15:00:00+00:00,3595,101.7990635
1995-06-18 16:00:00+00:00,3230,91.46341449
1995-06-18 17:00:00+00:00,3375,95.56935725
1995-06-18 18:00:00+00:00,3765,106.6129274
1995-06-18 19:00:00+00:00,3405,96.41886265
1995-06-18 20:00:00+00:00,3520,99.6753
1995-06-18 21:00:00+00:00,3225,91.32183026
1995-06-18 22:00:00+00:00,3550,100.5248054
1995-06-18 23:00:00+00:00,3595,101.7990635
1995-06-19 00:00:00+00:00,3450,97.69312074
1995-06-19 01:00:00+00:00,3670,103.922827
1995-06-19 02:00:00+00:00,3470,98.25945767
1995-06-19 03:00:00+00:00,3535,100.1000527
1995-06-19 04:00:00+00:00,3545,100.3832212
1995-06-19 05:00:00+00:00,3645,103.2149058
1995-06-19 06:00:00+00:00,3505,99.2505473
1995-06-19 07:00:00+00:00,3665,103.7812428
1995-06-19 08:00:00+00:00,3520,99.6753
1995-06-19 09:00:00+00:00,3600,101.9406477
1995-06-19 10:00:00+00:00,3335,94.43668338
1995-06-19 11:00:00+00:00,3475,98.40104191
1995-06-19 12:00:00+00:00,3555,100.6663896
1995-06-19 13:00:00+00:00,3345,94.71985185
1995-06-19 14:00:00+00:00,3405,96.41886265
1995-06-19 15:00:00+00:00,3425,96.98519958
1995-06-19 16:00:00+00:00,3255,92.17133566
1995-06-19 17:00:00+00:00,3460,97.97628921
1995-06-19 18:00:00+00:00,3505,99.2505473
1995-06-19 19:00:00+00:00,3020,85.51687671
1995-06-19 20:00:00+00:00,3390,95.99410995
1995-06-19 21:00:00+00:00,3370,95.42777302
1995-06-19 22:00:00+00:00,3330,94.29509915
1995-06-19 23:00:00+00:00,3440,97.40995228
1995-06-20 00:00:00+00:00,3395,96.13569418
1995-06-20 01:00:00+00:00,3460,97.97628921
1995-06-20 02:00:00+00:00,3335,94.43668338
1995-06-20 03:00:00+00:00,3495,98.96737884
1995-06-20 04:00:00+00:00,3135,88.77331407
1995-06-20 05:00:00+00:00,3425,96.98519958
1995-06-20 06:00:00+00:00,3275,92.73767259
1995-06-20 07:00:00+00:00,3390,95.99410995
1995-06-20 08:00:00+00:00,3325,94.15351492
1995-06-20 09:00:00+00:00,3340,94.57826762
1995-06-20 10:00:00+00:00,3315,93.87034645
1995-06-20 11:00:00+00:00,3150,89.19806676
1995-06-20 12:00:00+00:00,3070,86.93271904
1995-06-20 13:00:00+00:00,3305,93.58717799
1995-06-20 14:00:00+00:00,3225,91.32183026
1995-06-20 15:00:00+00:00,3270,92.59608836
1995-06-20 16:00:00+00:00,3270,92.59608836
1995-06-20 17:00:00+00:00,3255,92.17133566
1995-06-20 18:00:00+00:00,3250,92.02975142
1995-06-20 19:00:00+00:00,3000,84.95053978
1995-06-20 20:00:00+00:00,3245,91.88816719
1995-06-20 21:00:00+00:00,3200,90.61390909
1995-06-20 22:00:00+00:00,3110,88.0653929
1995-06-20 23:00:00+00:00,3270,92.59608836
1995-06-21 00:00:00+00:00,3080,87.2158875
1995-06-21 01:00:00+00:00,3330,94.29509915
1995-06-21 02:00:00+00:00,3160,89.48123523
1995-06-21 03:00:00+00:00,3135,88.77331407
1995-06-21 04:00:00+00:00,3260,92.31291989
1995-06-21 05:00:00+00:00,3255,92.17133566
1995-06-21 06:00:00+00:00,3050,86.36638211
1995-06-21 07:00:00+00:00,3130,88.63172983
1995-06-21 08:00:00+00:00,3050,86.36638211
1995-06-21 09:00:00+00:00,3155,89.339651
1995-06-21 10:00:00+00:00,2955,83.67628168
1995-06-21 11:00:00+00:00,3000,84.95053978
1995-06-21 12:00:00+00:00,2950,83.53469745
1995-06-21 13:00:00+00:00,3130,88.63172983
1995-06-21 14:00:00+00:00,3010,85.23370824
1995-06-21 15:00:00+00:00,2910,82.40202358
1995-06-21 16:00:00+00:00,3095,87.6406402
1995-06-21 17:00:00+00:00,3140,88.9148983
1995-06-21 18:00:00+00:00,3010,85.23370824
1995-06-21 19:00:00+00:00,3135,88.77331407
1995-06-21 20:00:00+00:00,2970,84.10103438
1995-06-21 21:00:00+00:00,3235,91.60499873
1995-06-21 22:00:00+00:00,3350,94.86143608
1995-06-21 23:00:00+00:00,3200,90.61390909
1995-06-22 00:00:00+00:00,3150,89.19806676
1995-06-22 01:00:00+00:00,3250,92.02975142
1995-06-22 02:00:00+00:00,3390,95.99410995
1995-06-22 03:00:00+00:00,3195,90.47232486
1995-06-22 04:00:00+00:00,3275,92.73767259
1995-06-22 05:00:00+00:00,3065,86.7911348
1995-06-22 06:00:00+00:00,3025,85.65846094
1995-06-22 07:00:00+00:00,3110,88.0653929
1995-06-22 08:00:00+00:00,3005,85.09212401
1995-06-22 09:00:00+00:00,2930,82.96836051
1995-06-22 10:00:00+00:00,2970,84.10103438
1995-06-22 11:00:00+00:00,2890,81.83568665
1995-06-22 12:00:00+00:00,2880,81.55251818
1995-06-22 13:00:00+00:00,2995,84.80895554
1995-06-22 14:00:00+00:00,2880,81.55251818
1995-06-22 15:00:00+00:00,3075,87.07430327
1995-06-22 16:00:00+00:00,3040,86.08321364
1995-06-22 17:00:00+00:00,3085,87.35747174
1995-06-22 18:00:00+00:00,3125,88.4901456
1995-06-22 19:00:00+00:00,2960,83.81786591
1995-06-22 20:00:00+00:00,2850,80.70301279
1995-06-22 21:00:00+00:00,2825,79.99509162
1995-06-22 22:00:00+00:00,2635,74.61489077
1995-06-22 23:00:00+00:00,3225,91.32183026
1995-06-23 00:00:00+00:00,2990,84.66737131
1995-06-23 01:00:00+00:00,3225,91.32183026
1995-06-23 02:00:00+00:00,3255,92.17133566
1995-06-23 03:00:00+00:00,3225,91.32183026
1995-06-23 04:00:00+00:00,3260,92.31291989
1995-06-23 05:00:00+00:00,3035,85.94162941
1995-06-23 06:00:00+00:00,3150,89.19806676
1995-06-23 07:00:00+00:00,2820,79.85350739
1995-06-23 08:00:00+00:00,2990,84.66737131
1995-06-23 09:00:00+00:00,2850,80.70301279
1995-06-23 10:00:00+00:00,3145,89.05648253
1995-06-23 11:00:00+00:00,3030,85.80004517
1995-06-23 12:00:00+00:00,2870,81.26934972
1995-06-23 13:00:00+00:00,2735,77.44657543
1995-06-23 14:00:00+00:00,2760,78.15449659
1995-06-23 15:00:00+00:00,2625,74.3317223
1995-06-23 16:00:00+00:00,2985,84.52578708
1995-06-23 17:00:00+00:00,2845,80.56142855
1995-06-23 18:00:00+00:00,2865,81.12776549
1995-06-23 19:00:00+00:00,3195,90.47232486
1995-06-23 20:00:00+00:00,3195,90.47232486
1995-06-23 21:00:00+00:00,2935,83.10994475
1995-06-23 22:00:00+00:00,3030,85.80004517
1995-06-23 23:00:00+00:00,3210,90.89707756
1995-06-24 00:00:00+00:00,3300,93.44559375
1995-06-24 01:00:00+00:00,3225,91.32183026
1995-06-24 02:00:00+00:00,3170,89.7644037
1995-06-24 03:00:00+00:00,3260,92.31291989
1995-06-24 04:00:00+00:00,3130,88.63172983
1995-06-24 05:00:00+00:00,3185,90.1891564
1995-06-24 06:00:00+00:00,3020,85.51687671
1995-06-24 07:00:00+00:00,2880,81.55251818
1995-06-24 08:00:00+00:00,2940,83.25152898
1995-06-24 09:00:00+00:00,2900,82.11885512
1995-06-24 10:00:00+00:00,2850,80.70301279
1995-06-24 11:00:00+00:00,2960,83.81786591
1995-06-24 12:00:00+00:00,2885,81.69410242
1995-06-24 13:00:00+00:00,2760,78.15449659
1995-06-24 14:00:00+00:00,2750,77.87132813
1995-06-24 15:00:00+00:00,2820,79.85350739
1995-06-24 16:00:00+00:00,2645,74.89805924
1995-06-24 17:00:00+00:00,2775,78.57924929
1995-06-24 18:00:00+00:00,2995,84.80895554
1995-06-24 19:00:00+00:00,2935,83.10994475
1995-06-24 20:00:00+00:00,2930,82.96836051
1995-06-24 21:00:00+00:00,2865,81.12776549
1995-06-24 22:00:00+00:00,3030,85.80004517
1995-06-24 23:00:00+00:00,3125,88.4901456
1995-06-25 00:00:00+00:00,3030,85.80004517
1995-06-25 01:00:00+00:00,2960,83.81786591
1995-06-25 02:00:00+00:00,3210,90.89707756
1995-06-25 03:00:00+00:00,2620,74.19013807
1995-06-25 04:00:00+00:00,3060,86.64955057
1995-06-25 05:00:00+00:00,2870,81.26934972
1995-06-25 06:00:00+00:00,2810,79.57033892
1995-06-25 07:00:00+00:00,2810,79.57033892
1995-06-25 08:00:00+00:00,2975,84.24261861
1995-06-25 09:00:00+00:00,2860,80.98618125
1995-06-25 10:00:00+00:00,2705,76.59707003
1995-06-25 11:00:00+00:00,2725,77.16340696
