dateTime,value,discharge_m3s
2/2/1965,149,4.219210142
2/3/1965,130,3.681190057
2/4/1965,110,3.114853125
2/5/1965,100,2.831684659
2/6/1965,224,6.342973637
2/7/1965,346,9.797628921
2/8/1965,236,6.682775796
2/9/1965,181,5.125349233
2/10/1965,159,4.502378608
2/11/1965,140,3.964358523
2/12/1965,453,12.82753151
2/13/1965,712,20.16159477
2/14/1965,372,10.53386693
2/15/1965,218,6.173072557
2/16/1965,176,4.983765
2/17/1965,1450,41.05942756
2/18/1965,1670,47.28913381
2/19/1965,890,25.20199347
2/20/1965,401,11.35505548
2/21/1965,294,8.325152898
2/22/1965,236,6.682775796
2/23/1965,185,5.23861662
2/24/1965,248,7.022577955
2/25/1965,300,8.495053978
2/26/1965,180,5.097032387
2/27/1965,140,3.964358523
2/28/1965,126,3.567922671
3/1/1965,1200,33.98021591
3/2/1965,1250,35.39605824
3/3/1965,683,19.34040622
3/4/1965,376,10.64713432
3/5/1965,260,7.362380114
3/6/1965,200,5.663369318
3/7/1965,164,4.643962841
3/8/1965,140,3.964358523
3/9/1965,126,3.567922671
3/10/1965,118,3.341387898
3/11/1965,126,3.567922671
3/12/1965,125,3.539605824
3/13/1965,118,3.341387898
3/14/1965,110,3.114853125
3/15/1965,99,2.803367813
3/16/1965,90,2.548516193
3/17/1965,90,2.548516193
3/18/1965,114,3.228120511
3/19/1965,97,2.746734119
3/20/1965,79,2.237030881
3/21/1965,77,2.180397188
3/22/1965,67,1.897228722
3/23/1965,63,1.783961335
3/24/1965,64,1.812278182
3/25/1965,65,1.840595028
3/26/1965,185,5.23861662
3/27/1965,318,9.004757216
3/28/1965,427,12.09129349
3/29/1965,234,6.626142103
3/30/1965,149,4.219210142
3/31/1965,172,4.870497614
4/1/1965,146,4.134259602
4/2/1965,106,3.001585739
4/3/1965,85,2.40693196
4/4/1965,75,2.123763494
4/5/1965,67,1.897228722
4/6/1965,61,1.727327642
4/7/1965,54,1.529109716
4/8/1965,48,1.359208636
4/9/1965,43,1.217624403
4/10/1965,39,1.104357017
4/11/1965,34,0.962772784
4/12/1965,31,0.877822244
4/13/1965,29,0.821188551
4/14/1965,27,0.764554858
4/15/1965,24,0.679604318
4/16/1965,22,0.622970625
4/17/1965,18,0.509703239
4/18/1965,17,0.481386392
4/19/1965,17,0.481386392
4/20/1965,18,0.509703239
4/21/1965,15,0.424752699
4/22/1965,15,0.424752699
4/23/1965,17,0.481386392
4/24/1965,31,0.877822244
4/25/1965,31,0.877822244
4/26/1965,43,1.217624403
4/27/1965,28,0.792871705
4/28/1965,25,0.707921165
4/29/1965,22,0.622970625
4/30/1965,16,0.453069545
5/1/1965,14,0.396435852
5/2/1965,12,0.339802159
5/3/1965,11,0.311485313
5/4/1965,9.6,0.271841727
5/5/1965,9.2,0.260514989
5/6/1965,8.4,0.237861511
5/7/1965,8,0.226534773
5/8/1965,7.6,0.215208034
5/9/1965,7.2,0.203881295
5/10/1965,6.8,0.192554557
5/11/1965,6.8,0.192554557
5/12/1965,6.4,0.181227818
5/13/1965,6,0.16990108
5/14/1965,6,0.16990108
5/15/1965,5.8,0.16423771
5/16/1965,5.5,0.155742656
5/17/1965,5.5,0.155742656
5/18/1965,5.5,0.155742656
5/19/1965,5.3,0.150079287
5/20/1965,5,0.141584233
5/21/1965,6.8,0.192554557
5/22/1965,193,5.465151392
5/23/1965,149,4.219210142
5/24/1965,51,1.444159176
5/25/1965,25,0.707921165
5/26/1965,16,0.453069545
5/27/1965,12,0.339802159
5/28/1965,116,3.284754205
5/29/1965,244,6.909310568
5/30/1965,67,1.897228722
5/31/1965,29,0.821188551
6/1/1965,15,0.424752699
6/2/1965,11,0.311485313
6/3/1965,8.4,0.237861511
6/4/1965,6.8,0.192554557
6/5/1965,6,0.16990108
6/6/1965,5.5,0.155742656
6/7/1965,11,0.311485313
6/8/1965,65,1.840595028
6/9/1965,40,1.132673864
6/10/1965,60,1.699010796
6/11/1965,80,2.265347727
6/12/1965,100,2.831684659
6/13/1965,300,8.495053978
6/14/1965,1100,31.14853125
6/15/1965,800,22.65347727
6/16/1965,1200,33.98021591
6/17/1965,370,10.47723324
6/18/1965,224,6.342973637
6/19/1965,96,2.718417273
6/20/1965,53,1.500792869
6/21/1965,33,0.934455938
6/22/1965,22,0.622970625
6/23/1965,17,0.481386392
6/24/1965,13,0.368119006
6/25/1965,11,0.311485313
6/26/1965,9.6,0.271841727
6/27/1965,11,0.311485313
6/28/1965,40,1.132673864
6/29/1965,64,1.812278182
6/30/1965,39,1.104357017
7/1/1965,24,0.679604318
7/2/1965,17,0.481386392
7/3/1965,14,0.396435852
7/4/1965,12,0.339802159
7/5/1965,17,0.481386392
7/6/1965,14,0.396435852
7/7/1965,10,0.283168466
7/8/1965,123,3.482972131
7/9/1965,94,2.66178358
7/10/1965,90,2.548516193
7/11/1965,228,6.456241023
7/12/1965,228,6.456241023
7/13/1965,88,2.4918825
7/14/1965,67,1.897228722
7/15/1965,58,1.642377102
7/16/1965,41,1.16099071
7/17/1965,224,6.342973637
7/18/1965,114,3.228120511
7/19/1965,52,1.472476023
7/20/1965,40,1.132673864
7/21/1965,22,0.622970625
7/22/1965,15,0.424752699
7/23/1965,34,0.962772784
7/24/1965,31,0.877822244
7/25/1965,18,0.509703239
7/26/1965,12,0.339802159
7/27/1965,15,0.424752699
7/28/1965,58,1.642377102
7/29/1965,31,0.877822244
7/30/1965,91,2.57683304
7/31/1965,99,2.803367813
8/1/1965,63,1.783961335
8/2/1965,36,1.019406477
8/3/1965,21,0.594653778
8/4/1965,14,0.396435852
8/5/1965,13,0.368119006
8/6/1965,12,0.339802159
8/7/1965,22,0.622970625
8/8/1965,25,0.707921165
8/9/1965,67,1.897228722
8/10/1965,60,1.699010796
8/11/1965,35,0.991089631
8/12/1965,26,0.736238011
8/13/1965,24,0.679604318
8/14/1965,17,0.481386392
8/15/1965,32,0.906139091
8/16/1965,21,0.594653778
8/17/1965,29,0.821188551
8/18/1965,61,1.727327642
8/19/1965,834,23.61625006
8/20/1965,543,15.3760477
8/21/1965,254,7.192479034
8/22/1965,264,7.4756475
8/23/1965,126,3.567922671
8/24/1965,72,2.038812955
8/25/1965,45,1.274258097
8/26/1965,31,0.877822244
8/27/1965,31,0.877822244
8/28/1965,33,0.934455938
8/29/1965,906,25.65506301
8/30/1965,447,12.65763043
8/31/1965,121,3.426338438
9/1/1965,78,2.208714034
9/2/1965,110,3.114853125
9/3/1965,302,8.551687671
9/4/1965,300,8.495053978
9/5/1965,242,6.852676875
9/6/1965,137,3.879407983
9/7/1965,81,2.293664574
9/8/1965,51,1.444159176
9/9/1965,34,0.962772784
9/10/1965,284,8.041984432
9/11/1965,696,19.70852523
9/12/1965,282,7.985350739
9/13/1965,181,5.125349233
9/14/1965,103,2.916635199
9/15/1965,70,1.982179261
9/16/1965,51,1.444159176
9/17/1965,40,1.132673864
9/18/1965,56,1.585743409
9/19/1965,224,6.342973637
9/20/1965,140,3.964358523
9/21/1965,88,2.4918825
9/22/1965,58,1.642377102
9/23/1965,41,1.16099071
9/24/1965,33,0.934455938
9/25/1965,27,0.764554858
9/26/1965,22,0.622970625
9/27/1965,19,0.538020085
9/28/1965,24,0.679604318
9/29/1965,123,3.482972131
9/30/1965,670,18.97228722
10/1/1965,934,26.44793472
10/2/1965,402,11.38337233
10/3/1965,178,5.040398693
10/4/1965,108,3.058219432
10/5/1965,82,2.321981421
10/6/1965,166,4.700596534
10/7/1965,253,7.164162188
10/8/1965,131,3.709506904
10/9/1965,82,2.321981421
10/10/1965,58,1.642377102
10/11/1965,43,1.217624403
10/12/1965,35,0.991089631
10/13/1965,31,0.877822244
10/14/1965,28,0.792871705
10/15/1965,26,0.736238011
10/16/1965,24,0.679604318
10/17/1965,22,0.622970625
10/18/1965,21,0.594653778
10/19/1965,19,0.538020085
10/20/1965,17,0.481386392
10/21/1965,15,0.424752699
10/22/1965,14,0.396435852
10/23/1965,13,0.368119006
10/24/1965,12,0.339802159
10/25/1965,11,0.311485313
10/26/1965,11,0.311485313
10/27/1965,10,0.283168466
10/28/1965,9.9,0.280336781
10/29/1965,9.6,0.271841727
10/30/1965,9.2,0.260514989
10/31/1965,9.1,0.257683304
11/1/1965,8.8,0.24918825
11/2/1965,8.8,0.24918825
11/3/1965,8.4,0.237861511
11/4/1965,8.4,0.237861511
11/5/1965,49,1.387525483
11/6/1965,887,25.11704293
11/7/1965,629,17.81129651
11/8/1965,210,5.946537784
11/9/1965,106,3.001585739
11/10/1965,78,2.208714034
11/11/1965,64,1.812278182
11/12/1965,54,1.529109716
11/13/1965,50,1.41584233
11/14/1965,68,1.925545568
11/15/1965,58,1.642377102
11/16/1965,47,1.33089179
11/17/1965,40,1.132673864
11/18/1965,35,0.991089631
11/19/1965,31,0.877822244
11/20/1965,30,0.849505398
11/21/1965,29,0.821188551
11/22/1965,30,0.849505398
11/23/1965,74,2.095446648
11/24/1965,54,1.529109716
11/25/1965,38,1.07604017
11/26/1965,32,0.906139091
11/27/1965,29,0.821188551
11/28/1965,28,0.792871705
11/29/1965,27,0.764554858
11/30/1965,26,0.736238011
12/1/1965,25,0.707921165
12/2/1965,24,0.679604318
12/3/1965,23,0.651287472
12/4/1965,22,0.622970625
12/5/1965,21,0.594653778
12/6/1965,20,0.566336932
12/7/1965,19,0.538020085
12/8/1965,17,0.481386392
12/9/1965,17,0.481386392
12/10/1965,16,0.453069545
12/11/1965,16,0.453069545
12/12/1965,32,0.906139091
12/13/1965,119,3.369704744
12/14/1965,151,4.275843835
12/15/1965,126,3.567922671
12/16/1965,133,3.766140597
12/17/1965,272,7.702182273
12/18/1965,304,8.608321364
12/19/1965,1160,32.84754205
12/20/1965,848,24.01268591
12/21/1965,387,10.95861963
12/22/1965,202,5.720003012
12/23/1965,144,4.077625909
12/24/1965,119,3.369704744
12/25/1965,121,3.426338438
12/26/1965,113,3.199803665
12/27/1965,91,2.57683304
12/28/1965,78,2.208714034
12/29/1965,71,2.010496108
12/30/1965,68,1.925545568
12/31/1965,67,1.897228722
1/1/1966,64,1.812278182
1/2/1966,60,1.699010796
1/3/1966,308,8.72158875
1/4/1966,641,18.15109867
1/5/1966,2470,69.94261108
1/6/1966,1890,53.51884006
1/7/1966,874,24.74892392
1/8/1966,399,11.29842179
1/9/1966,273,7.73049912
1/10/1966,214,6.059805171
1/11/1966,184,5.210299773
1/12/1966,160,4.530695455
1/13/1966,145,4.105942756
1/14/1966,185,5.23861662
1/15/1966,651,18.43426713
1/16/1966,451,12.77089781
1/17/1966,254,7.192479034
1/18/1966,182,5.15366608
1/19/1966,155,4.389111222
1/20/1966,274,7.758815966
1/21/1966,276,7.815449659
1/22/1966,519,14.69644338
1/23/1966,421,11.92139242
1/24/1966,253,7.164162188
1/25/1966,756,21.40753602
1/26/1966,914,25.88159779
1/27/1966,494,13.98852222
1/28/1966,301,8.523370824
1/29/1966,1050,29.73268892
1/30/1966,619,17.52812804
1/31/1966,340,9.627727841
2/1/1966,346,9.797628921
2/2/1966,393,11.12852071
2/3/1966,249,7.050894801
2/4/1966,194,5.493468239
2/5/1966,165,4.672279688
2/6/1966,152,4.304160682
2/7/1966,142,4.020992216
2/8/1966,134,3.794457443
2/9/1966,128,3.624556364
2/10/1966,535,15.14951293
2/11/1966,1310,37.09506904
2/12/1966,1840,52.10299773
2/13/1966,2490,70.50894801
2/14/1966,1350,38.2277429
2/15/1966,2000,56.63369318
2/16/1966,2780,78.72083353
2/17/1966,1990,56.35052472
2/18/1966,1020,28.88318352
2/19/1966,519,14.69644338
2/20/1966,377,10.67545117
2/21/1966,300,8.495053978
2/22/1966,252,7.135845341
2/23/1966,215,6.088122017
2/24/1966,221,6.258023097
2/25/1966,263,7.447330654
2/26/1966,228,6.456241023
2/27/1966,2180,61.73072557
2/28/1966,2590,73.34063267
3/1/1966,1310,37.09506904
3/2/1966,720,20.38812955
3/3/1966,2080,58.89904091
3/4/1966,1130,31.99803665
3/5/1966,811,22.96496259
3/6/1966,474,13.42218528
3/7/1966,337,9.542777302
3/8/1966,277,7.843766506
3/9/1966,233,6.597825256
3/10/1966,201,5.691686165
3/11/1966,184,5.210299773
3/12/1966,192,5.436834546
3/13/1966,1270,35.96239517
3/14/1966,2850,80.70301279
3/15/1966,1470,41.62576449
3/16/1966,603,17.07505849
3/17/1966,398,11.27010494
3/18/1966,314,8.89148983
3/19/1966,260,7.362380114
3/20/1966,219,6.201389404
3/21/1966,189,5.351884006
3/22/1966,166,4.700596534
3/23/1966,190,5.380200852
3/24/1966,244,6.909310568
3/25/1966,165,4.672279688
3/26/1966,132,3.73782375
3/27/1966,120,3.398021591
3/28/1966,112,3.171486818
3/29/1966,102,2.888318352
3/30/1966,98,2.775050966
3/31/1966,93,2.633466733
4/1/1966,85,2.40693196
4/2/1966,76,2.152080341
4/3/1966,71,2.010496108
4/4/1966,99,2.803367813
4/5/1966,134,3.794457443
4/6/1966,99,2.803367813
4/7/1966,74,2.095446648
4/8/1966,63,1.783961335
4/9/1966,58,1.642377102
4/10/1966,54,1.529109716
4/11/1966,49,1.387525483
4/12/1966,48,1.359208636
4/13/1966,47,1.33089179
4/14/1966,51,1.444159176
4/15/1966,67,1.897228722
4/16/1966,69,1.953862415
4/17/1966,54,1.529109716
4/18/1966,161,4.559012301
4/19/1966,449,12.71426412
4/20/1966,312,8.834856137
4/21/1966,226,6.39960733
4/22/1966,361,10.22238162
4/23/1966,185,5.23861662
4/24/1966,114,3.228120511
4/25/1966,102,2.888318352
4/26/1966,256,7.249112728
4/27/1966,1800,50.97032387
4/28/1966,732,20.72793171
4/29/1966,276,7.815449659
4/30/1966,166,4.700596534
5/1/1966,123,3.482972131
5/2/1966,104,2.944952046
5/3/1966,90,2.548516193
5/4/1966,79,2.237030881
5/5/1966,67,1.897228722
5/6/1966,67,1.897228722
5/7/1966,100,2.831684659
5/8/1966,88,2.4918825
5/9/1966,68,1.925545568
5/10/1966,53,1.500792869
5/11/1966,40,1.132673864
5/12/1966,35,0.991089631
5/13/1966,111,3.143169972
5/14/1966,300,8.495053978
5/15/1966,111,3.143169972
5/16/1966,69,1.953862415
5/17/1966,64,1.812278182
5/18/1966,62,1.755644489
5/19/1966,806,22.82337835
5/20/1966,1400,39.64358523
5/21/1966,405,11.46832287
5/22/1966,234,6.626142103
5/23/1966,140,3.964358523
5/24/1966,495,14.01683906
5/25/1966,493,13.96020537
5/26/1966,192,5.436834546
5/27/1966,117,3.313071051
5/28/1966,90,2.548516193
5/29/1966,68,1.925545568
5/30/1966,51,1.444159176
5/31/1966,41,1.16099071
6/1/1966,33,0.934455938
6/2/1966,27,0.764554858
6/3/1966,23,0.651287472
6/4/1966,20,0.566336932
6/5/1966,19,0.538020085
6/6/1966,19,0.538020085
6/7/1966,18,0.509703239
6/8/1966,18,0.509703239
6/9/1966,17,0.481386392
6/10/1966,17,0.481386392
6/11/1966,16,0.453069545
6/12/1966,16,0.453069545
6/13/1966,15,0.424752699
6/14/1966,27,0.764554858
6/15/1966,50,1.41584233
6/16/1966,55,1.557426563
6/17/1966,41,1.16099071
6/18/1966,32,0.906139091
6/19/1966,23,0.651287472
6/20/1966,19,0.538020085
6/21/1966,17,0.481386392
6/22/1966,13,0.368119006
6/23/1966,19,0.538020085
6/24/1966,55,1.557426563
6/25/1966,35,0.991089631
6/26/1966,22,0.622970625
6/27/1966,15,0.424752699
6/28/1966,12,0.339802159
6/29/1966,9.9,0.280336781
6/30/1966,11,0.311485313
7/1/1966,8.5,0.240693196
7/2/1966,7.8,0.220871403
7/3/1966,7.4,0.209544665
7/4/1966,7.2,0.203881295
7/5/1966,11,0.311485313
7/6/1966,21,0.594653778
7/7/1966,23,0.651287472
7/8/1966,14,0.396435852
7/9/1966,16,0.453069545
7/10/1966,19,0.538020085
7/11/1966,15,0.424752699
7/12/1966,12,0.339802159
7/13/1966,10,0.283168466
7/14/1966,8.1,0.229366457
7/15/1966,20,0.566336932
7/16/1966,48,1.359208636
7/17/1966,65,1.840595028
7/18/1966,105,2.973268892
7/19/1966,77,2.180397188
7/20/1966,39,1.104357017
7/21/1966,43,1.217624403
7/22/1966,117,3.313071051
7/23/1966,147,4.162576449
7/24/1966,83,2.350298267
7/25/1966,46,1.302574943
7/26/1966,28,0.792871705
7/27/1966,19,0.538020085
7/28/1966,15,0.424752699
7/29/1966,11,0.311485313
7/30/1966,8.7,0.246356565
7/31/1966,7.5,0.212376349
8/1/1966,6.7,0.189722872
8/2/1966,6.2,0.175564449
8/3/1966,6.4,0.181227818
8/4/1966,9.3,0.263346673
8/5/1966,34,0.962772784
8/6/1966,48,1.359208636
8/7/1966,37,1.047723324
8/8/1966,27,0.764554858
8/9/1966,140,3.964358523
8/10/1966,573,16.2255531
8/11/1966,408,11.55327341
8/12/1966,160,4.530695455
8/13/1966,102,2.888318352
8/14/1966,66,1.868911875
8/15/1966,41,1.16099071
8/16/1966,36,1.019406477
8/17/1966,288,8.155251818
8/18/1966,430,12.17624403
8/19/1966,203,5.748319858
8/20/1966,102,2.888318352
8/21/1966,63,1.783961335
8/22/1966,42,1.189307557
8/23/1966,39,1.104357017
8/24/1966,26,0.736238011
8/25/1966,17,0.481386392
8/26/1966,12,0.339802159
8/27/1966,9.4,0.266178358
8/28/1966,9.4,0.266178358
8/29/1966,10,0.283168466
8/30/1966,15,0.424752699
8/31/1966,12,0.339802159
9/1/1966,11,0.311485313
9/2/1966,9.8,0.277505097
9/3/1966,8.5,0.240693196
9/4/1966,8.8,0.24918825
9/5/1966,13,0.368119006
9/6/1966,29,0.821188551
9/7/1966,16,0.453069545
9/8/1966,8.9,0.252019935
9/9/1966,6.9,0.195386241
9/10/1966,6.4,0.181227818
9/11/1966,6.2,0.175564449
9/12/1966,12,0.339802159
9/13/1966,86,2.435248807
9/14/1966,57,1.614060256
9/15/1966,37,1.047723324
9/16/1966,23,0.651287472
9/17/1966,16,0.453069545
9/18/1966,14,0.396435852
9/19/1966,15,0.424752699
9/20/1966,13,0.368119006
9/21/1966,10,0.283168466
9/22/1966,8.4,0.237861511
9/23/1966,7.3,0.20671298
9/24/1966,6.7,0.189722872
9/25/1966,6.2,0.175564449
9/26/1966,6,0.16990108
9/27/1966,5.9,0.167069395
9/28/1966,6,0.16990108
9/29/1966,6.8,0.192554557
9/30/1966,18,0.509703239
10/1/1966,15,0.424752699
10/2/1966,11,0.311485313
10/3/1966,10,0.283168466
10/4/1966,9.7,0.274673412
10/5/1966,8.8,0.24918825
10/6/1966,7.2,0.203881295
10/7/1966,6.4,0.181227818
10/8/1966,6,0.16990108
10/9/1966,6.7,0.189722872
10/10/1966,24,0.679604318
10/11/1966,75,2.123763494
10/12/1966,48,1.359208636
10/13/1966,28,0.792871705
10/14/1966,20,0.566336932
10/15/1966,21,0.594653778
10/16/1966,45,1.274258097
10/17/1966,24,0.679604318
10/18/1966,23,0.651287472
10/19/1966,24,0.679604318
10/20/1966,24,0.679604318
10/21/1966,26,0.736238011
10/22/1966,19,0.538020085
10/23/1966,15,0.424752699
10/24/1966,13,0.368119006
10/25/1966,11,0.311485313
10/26/1966,9.6,0.271841727
10/27/1966,8.4,0.237861511
10/28/1966,7.7,0.218039719
10/29/1966,7.1,0.201049611
10/30/1966,6.8,0.192554557
10/31/1966,6.3,0.178396134
11/1/1966,6.1,0.172732764
11/2/1966,6.1,0.172732764
11/3/1966,5.9,0.167069395
11/4/1966,6,0.16990108
11/5/1966,6.4,0.181227818
11/6/1966,6.5,0.184059503
11/7/1966,6.9,0.195386241
11/8/1966,7,0.198217926
11/9/1966,7.4,0.209544665
11/10/1966,10,0.283168466
11/11/1966,31,0.877822244
11/12/1966,83,2.350298267
11/13/1966,78,2.208714034
11/14/1966,57,1.614060256
11/15/1966,40,1.132673864
11/16/1966,29,0.821188551
11/17/1966,22,0.622970625
11/18/1966,17,0.481386392
11/19/1966,14,0.396435852
11/20/1966,13,0.368119006
11/21/1966,11,0.311485313
11/22/1966,10,0.283168466
11/23/1966,9.5,0.269010043
11/24/1966,9,0.254851619
11/25/1966,8.5,0.240693196
11/26/1966,8.1,0.229366457
11/27/1966,7.8,0.220871403
11/28/1966,7.4,0.209544665
11/29/1966,7,0.198217926
11/30/1966,6.9,0.195386241
12/1/1966,6.8,0.192554557
12/2/1966,6.8,0.192554557
12/3/1966,6.6,0.186891188
12/4/1966,6.6,0.186891188
12/5/1966,6.5,0.184059503
12/6/1966,7,0.198217926
12/7/1966,7.6,0.215208034
12/8/1966,9.6,0.271841727
12/9/1966,81,2.293664574
12/10/1966,364,10.30733216
12/11/1966,256,7.249112728
12/12/1966,105,2.973268892
12/13/1966,66,1.868911875
12/14/1966,50,1.41584233
12/15/1966,41,1.16099071
12/16/1966,35,0.991089631
12/17/1966,34,0.962772784
12/18/1966,62,1.755644489
12/19/1966,68,1.925545568
12/20/1966,54,1.529109716
12/21/1966,40,1.132673864
12/22/1966,33,0.934455938
12/23/1966,29,0.821188551
12/24/1966,26,0.736238011
12/25/1966,24,0.679604318
12/26/1966,23,0.651287472
12/27/1966,22,0.622970625
12/28/1966,27,0.764554858
12/29/1966,77,2.180397188
12/30/1966,87,2.463565654
12/31/1966,362,10.25069847
1/1/1967,2080,58.89904091
1/2/1967,1280,36.24556364
1/3/1967,638,18.06614813
1/4/1967,314,8.89148983
1/5/1967,206,5.833270398
1/6/1967,155,4.389111222
1/7/1967,197,5.578418779
1/8/1967,443,12.54436304
1/9/1967,295,8.353469745
1/10/1967,429,12.14792719
1/11/1967,355,10.05248054
1/12/1967,218,6.173072557
1/13/1967,217,6.14475571
1/14/1967,1040,29.44952046
1/15/1967,606,17.16000903
1/16/1967,310,8.778222444
1/17/1967,211,5.974854631
1/18/1967,168,4.757230227
1/19/1967,139,3.936041676
1/20/1967,119,3.369704744
1/21/1967,108,3.058219432
1/22/1967,101,2.860001506
1/23/1967,96,2.718417273
1/24/1967,90,2.548516193
1/25/1967,81,2.293664574
1/26/1967,80,2.265347727
1/27/1967,199,5.635052472
1/28/1967,159,4.502378608
1/29/1967,104,2.944952046
1/30/1967,80,2.265347727
1/31/1967,70,1.982179261
2/1/1967,64,1.812278182
2/2/1967,61,1.727327642
2/3/1967,62,1.755644489
2/4/1967,62,1.755644489
2/5/1967,59,1.670693949
2/6/1967,827,23.41803213
2/7/1967,1190,33.69704744
2/8/1967,572,16.19723625
2/9/1967,273,7.73049912
2/10/1967,196,5.550101932
2/11/1967,196,5.550101932
2/12/1967,209,5.918220938
2/13/1967,179,5.06871554
2/14/1967,124,3.511288977
2/15/1967,103,2.916635199
2/16/1967,94,2.66178358
2/17/1967,89,2.520199347
2/18/1967,82,2.321981421
2/19/1967,74,2.095446648
2/20/1967,90,2.548516193
2/21/1967,120,3.398021591
2/22/1967,122,3.454655284
2/23/1967,84,2.378615114
2/24/1967,67,1.897228722
2/25/1967,56,1.585743409
2/26/1967,49,1.387525483
2/27/1967,47,1.33089179
2/28/1967,60,1.699010796
3/1/1967,89,2.520199347
3/2/1967,77,2.180397188
3/3/1967,57,1.614060256
3/4/1967,49,1.387525483
3/5/1967,46,1.302574943
3/6/1967,46,1.302574943
3/7/1967,66,1.868911875
3/8/1967,115,3.256437358
3/9/1967,70,1.982179261
3/10/1967,51,1.444159176
3/11/1967,44,1.24594125
3/12/1967,41,1.16099071
3/13/1967,38,1.07604017
3/14/1967,35,0.991089631
3/15/1967,32,0.906139091
3/16/1967,28,0.792871705
3/17/1967,24,0.679604318
3/18/1967,21,0.594653778
3/19/1967,19,0.538020085
3/20/1967,18,0.509703239
3/21/1967,22,0.622970625
3/22/1967,33,0.934455938
3/23/1967,44,1.24594125
3/24/1967,31,0.877822244
3/25/1967,23,0.651287472
3/26/1967,21,0.594653778
3/27/1967,28,0.792871705
3/28/1967,42,1.189307557
3/29/1967,39,1.104357017
3/30/1967,29,0.821188551
3/31/1967,22,0.622970625
4/1/1967,18,0.509703239
4/2/1967,16,0.453069545
4/3/1967,14,0.396435852
4/4/1967,12,0.339802159
4/5/1967,11,0.311485313
4/6/1967,9.9,0.280336781
4/7/1967,9,0.254851619
4/8/1967,8.5,0.240693196
4/9/1967,7.8,0.220871403
4/10/1967,7.3,0.20671298
4/11/1967,6.9,0.195386241
4/12/1967,6.5,0.184059503
4/13/1967,6.3,0.178396134
4/14/1967,405,11.46832287
4/15/1967,809,22.90832889
4/16/1967,454,12.85584835
4/17/1967,152,4.304160682
4/18/1967,81,2.293664574
4/19/1967,53,1.500792869
4/20/1967,38,1.07604017
4/21/1967,27,0.764554858
4/22/1967,21,0.594653778
4/23/1967,16,0.453069545
4/24/1967,14,0.396435852
4/25/1967,12,0.339802159
4/26/1967,13,0.368119006
4/27/1967,15,0.424752699
4/28/1967,12,0.339802159
4/29/1967,9.2,0.260514989
4/30/1967,8,0.226534773
5/1/1967,7.1,0.201049611
5/2/1967,15,0.424752699
5/3/1967,133,3.766140597
5/4/1967,122,3.454655284
5/5/1967,290,8.211885512
5/6/1967,191,5.408517699
5/7/1967,90,2.548516193
5/8/1967,53,1.500792869
5/9/1967,34,0.962772784
5/10/1967,23,0.651287472
5/11/1967,16,0.453069545
5/12/1967,12,0.339802159
5/13/1967,9.5,0.269010043
5/14/1967,7.9,0.223703088
5/15/1967,7.3,0.20671298
5/16/1967,6.9,0.195386241
5/17/1967,5.9,0.167069395
5/18/1967,5.6,0.158574341
5/19/1967,5,0.141584233
5/20/1967,4.5,0.12742581
5/21/1967,4.6,0.130257494
5/22/1967,5,0.141584233
5/23/1967,4.4,0.124594125
5/24/1967,4,0.113267386
5/25/1967,3.9,0.110435702
5/26/1967,3.7,0.104772332
5/27/1967,3.5,0.099108963
5/28/1967,3.3,0.093445594
5/29/1967,3.1,0.087782224
5/30/1967,2.8,0.07928717
5/31/1967,4,0.113267386
6/1/1967,36,1.019406477
6/2/1967,80,2.265347727
6/3/1967,117,3.313071051
6/4/1967,66,1.868911875
6/5/1967,38,1.07604017
6/6/1967,24,0.679604318
6/7/1967,15,0.424752699
6/8/1967,11,0.311485313
6/9/1967,13,0.368119006
6/10/1967,16,0.453069545
6/11/1967,9.8,0.277505097
6/12/1967,25,0.707921165
6/13/1967,27,0.764554858
6/14/1967,19,0.538020085
6/15/1967,13,0.368119006
6/16/1967,9.2,0.260514989
6/17/1967,8.1,0.229366457
6/18/1967,6.9,0.195386241
6/19/1967,6.7,0.189722872
6/20/1967,9.5,0.269010043
6/21/1967,31,0.877822244
6/22/1967,89,2.520199347
6/23/1967,45,1.274258097
6/24/1967,23,0.651287472
6/25/1967,13,0.368119006
6/26/1967,9.2,0.260514989
6/27/1967,7.1,0.201049611
6/28/1967,6.2,0.175564449
6/29/1967,5.8,0.16423771
6/30/1967,6.5,0.184059503
7/1/1967,12,0.339802159
7/2/1967,10,0.283168466
7/3/1967,8.3,0.235029827
7/4/1967,6.1,0.172732764
7/5/1967,6.3,0.178396134
7/6/1967,7,0.198217926
7/7/1967,5.8,0.16423771
7/8/1967,8.4,0.237861511
7/9/1967,13,0.368119006
7/10/1967,12,0.339802159
7/11/1967,25,0.707921165
7/12/1967,29,0.821188551
7/13/1967,50,1.41584233
7/14/1967,43,1.217624403
7/15/1967,26,0.736238011
7/16/1967,17,0.481386392
7/17/1967,11,0.311485313
7/18/1967,7.9,0.223703088
7/19/1967,8.4,0.237861511
7/20/1967,24,0.679604318
7/21/1967,17,0.481386392
7/22/1967,15,0.424752699
7/23/1967,14,0.396435852
7/24/1967,11,0.311485313
7/25/1967,17,0.481386392
7/26/1967,8,0.226534773
7/27/1967,5.2,0.147247602
7/28/1967,3.8,0.107604017
7/29/1967,3.5,0.099108963
7/30/1967,3.1,0.087782224
7/31/1967,29,0.821188551
8/1/1967,79,2.237030881
8/2/1967,68,1.925545568
